,text,normalized,preprocessed,sentiment,emotion,stripped
1590,"RT @chartdrake: iTunes United Arab Emirates:

#1 “POPSTAR” - @djkhaled ft. @Drake 🆕

*8th #1 on iTunes*
https://t.co/sBzvtHpOoU",RT @USER : iTunes United Arab Emirates : # 1 “ POPSTAR ” - @USER ft. @USER :NEW_button: * 8th # 1 on iTunes * HTTPURL,"RT @user: iTunes United Arab Emirates:

#1 ""POPSTAR"" - @user ft. @user  emoji NEW button emoji 

*8th #1 on iTunes*
url",NEU,others,"RT @user: iTunes United Arab Emirates:

#1 ""POPSTAR"" - @user ft. @user  emoji NEW button emoji 

*8th #1 on iTunes*
"
1591,"GOD AND @fentyskin GAVE ME MY GLOW !
Thank you @fentyskin thank you @rihanna !
GOD AND FENTY SKIN GAVE ME MY GLOW !… https://t.co/uQAEmx6M9i",GOD AND @USER GAVE ME MY GLOW! Thank you @USER thank you @USER! GOD AND FENTY SKIN GAVE ME MY GLOW!... HTTPURL,"GOD AND @user GAVE ME MY GLOW !
Thank you @user thank you @user !
GOD AND FENTY SKIN GAVE ME MY GLOW ! url",POS,joy,"GOD AND @user GAVE ME MY GLOW !
Thank you @user thank you @user !
GOD AND FENTY SKIN GAVE ME MY GLOW ! "
1592,"RT @snipes_usa: When you’re in the neighborhood, superstars have to set the standards! Dressed in @jumpman23, @djkhaled is the star of the…","RT @USER : When you're in the neighborhood, superstars have to set the standards! Dressed in @USER, @USER is the star of the...","RT @user: When youre in the neighborhood, superstars have to set the standards! Dressed in @user, @user is the star of the",POS,others,"RT @user: When youre in the neighborhood, superstars have to set the standards! Dressed in @user, @user is the star of the"
1593,"RT @chartdata: US Certifications (@RIAA): @djkhaled Feat. @justinbieber, @chancetherapper, @LilTunechi &amp; @QuavoStuntin, I'm the One 8x Plat…","RT @USER : US Certifications ( @USER ): @USER Feat. @USER, @USER, @USER & @USER, I'm the One 8x Plat...","RT @user: US Certifications (@user): @user Feat. @user, @user, @user &amp; @user, I'm the One 8x Plat",NEU,others,"RT @user: US Certifications (@user): @user Feat. @user, @user, @user &amp; @user, I'm the One 8x Plat"
1594,RT @kidrauhabitual: @djkhaled quero outro hit desse por favor meu filho,RT @USER : @USER quero outro hit desse por favor meu filho,RT @user: @user quero outro hit desse por favor meu filho,NEU,others,RT @user: @user quero outro hit desse por favor meu filho
1595,"RT @JDBAnalytics: .@djkhaled's ""I'm The One"" feat. JB, Quavo, Chance The Rapper &amp; Lil Wayne is now certified 8x MULTI-PLATINUM 💿 in the US…","RT @USER :. @USER's "" I'm The One "" feat. JB, Quavo, Chance The Rapper & Lil Wayne is now certified 8x MULTI-PLATINUM :optical_disk: in the US...","RT @user: .@user's ""I'm The One"" feat. JB, Quavo, Chance The Rapper &amp; Lil Wayne is now certified 8x MULTI-PLATINUM  emoji optical disk emoji  in the US",POS,others,"RT @user: .@user's ""I'm The One"" feat. JB, Quavo, Chance The Rapper &amp; Lil Wayne is now certified 8x MULTI-PLATINUM  emoji optical disk emoji  in the US"
1596,RT @IAMPOKERFACE: @Drake @djkhaled 💥⭐️ #PopStar is a Heat Rock!!! ☄️,RT @USER : @USER @USER :collision: :star: #PopStar is a Heat Rock!!! :comet:,RT @user: @user @user  emoji collision emoji  emoji star emoji  pop star is a Heat Rock!!!  emoji comet emoji,POS,others,RT @user: @user @user  emoji collision emoji  emoji star emoji  pop star is a Heat Rock!!!  emoji comet emoji
1597,"RT @afroheadgh: Was commissioned to paint @djkhaled. #Popstar artwork on cotton.
#afroheadgh 🇬🇭🇬🇭🇬🇭 https://t.co/WGpl9a0qVr",RT @USER : Was commissioned to paint @USER. #Popstar artwork on cotton. #afroheadgh HTTPURL,"RT @user: Was commissioned to paint @user. popstar artwork on cotton.
afroheadgh  emoji Ghana emoji  emoji Ghana emoji  emoji Ghana emoji  url",NEU,others,"RT @user: Was commissioned to paint @user. popstar artwork on cotton.
afroheadgh  emoji Ghana emoji  emoji Ghana emoji  emoji Ghana emoji  "
1598,"RT @chartdrake: .@djkhaled and @Drake are the cover of Apple Music's “Today's Hits” and “POPSTAR” is #1 on the playlist.

https://t.co/N0ne…",RT @USER :. @USER and @USER are the cover of Apple Music's “ Today's Hits ” and “ POPSTAR ” is # 1 on the playlist. HTTPURL...,"RT @user: .@user and @user are the cover of Apple Music's ""Today's Hits"" and ""POPSTAR"" is #1 on the playlist.

url",NEU,others,"RT @user: .@user and @user are the cover of Apple Music's ""Today's Hits"" and ""POPSTAR"" is #1 on the playlist.

"
1599,RT @DjDimention: @djkhaled #popstar and the dope @iamsamjames 🚨🚨🚨🚨,RT @USER : @USER #popstar and the dope @USER :police_car_light: :police_car_light: :police_car_light:,RT @user: @user popstar and the dope @user  emoji police car light emoji  emoji police car light emoji  emoji police car light emoji,NEU,others,RT @user: @user popstar and the dope @user  emoji police car light emoji  emoji police car light emoji  emoji police car light emoji
1600,"RT @iamsamjames: 2020, I came to f**k it up 🤟🎸 tag @djkhaled 
.
🎵: #Popstar - #djkhaled #drake https://t.co/Gw6hs1jX88","RT @USER : 2020, I came to f * * k it up :love-you_gesture: :guitar: tag @USER. :musical_note: : #Popstar - #djkhaled #drake HTTPURL","RT @user: 2020, I came to f**k it up  emoji love-you gesture emoji  emoji guitar emoji  tag @user 
.
 emoji musical note emoji : popstar - djkhaled drake url",POS,joy,"RT @user: 2020, I came to f**k it up  emoji love-you gesture emoji  emoji guitar emoji  tag @user 
.
 emoji musical note emoji : popstar - djkhaled drake "
1601,RT @FilmsPadmore: D D I 🤯 https://t.co/jBc09GU4jV,RT @USER : D D I :exploding_head: HTTPURL,RT @user: D D I  emoji exploding head emoji  url,NEU,others,RT @user: D D I  emoji exploding head emoji  
1602,"2 KEYS 🔑 2 ANTHEMS 🔑 
🦉🔑 Play now 👉🏽 https://t.co/BZoMKDdNgH

#POPSTAR ⭐️ AND #GREECE 🇬🇷 from the 12th studio album… https://t.co/OOhjBijpYj",2 KEYS :key: 2 ANTHEMS :key: :owl: :key: Play now :backhand_index_pointing_right: :medium_skin_tone: HTTPURL #POPSTAR :star: AND #GREECE from the 12th studio album... HTTPURL,"2 KEYS  emoji key emoji  2 ANTHEMS  emoji key emoji  
 emoji owl emoji  emoji key emoji  Play now  emoji backhand index pointing right medium skin tone emoji  url

popstar  emoji star emoji  AND greece  emoji Greece emoji  from the 12th studio album url",NEU,others,"2 KEYS  emoji key emoji  2 ANTHEMS  emoji key emoji  
 emoji owl emoji  emoji key emoji  Play now  emoji backhand index pointing right medium skin tone emoji  

popstar  emoji star emoji  AND greece  emoji Greece emoji  from the 12th studio album "
1603,"RT @Shazam: The latest top 10 artists on the #ShazamUSChart this week 🎶🎵

1⃣@SAINtJHN 
2⃣@danielasings
3⃣@djkhaled 
4⃣@DaBabyDaBaby 
5⃣@Jaw…",RT @USER : The latest top 10 artists on the #ShazamUSChart this week :musical_notes: :musical_note: 1⃣ @USER 2⃣ @USER 3⃣ @USER 4⃣ @USER 5⃣ @USER...,"RT @user: The latest top 10 artists on the shazam uschart this week  emoji musical notes emoji  emoji musical note emoji 

 emoji keycap 1 emoji @user 
 emoji keycap 2 emoji @user
 emoji keycap 3 emoji @user 
 emoji keycap 4 emoji @user 
 emoji keycap 5 emoji @user",NEU,others,"RT @user: The latest top 10 artists on the shazam uschart this week  emoji musical notes emoji  emoji musical note emoji 

 emoji keycap 1 emoji @user 
 emoji keycap 2 emoji @user
 emoji keycap 3 emoji @user 
 emoji keycap 4 emoji @user 
 emoji keycap 5 emoji @user"
1604,RT @billboardcharts: .@djkhaled now has six career top 10 hits on the #Hot100.,RT @USER :. @USER now has six career top 10 hits on the #Hot100.,RT @user: .@user now has six career top 10 hits on the hot100.,POS,others,RT @user: .@user now has six career top 10 hits on the hot100.
1605,"RT @billboardcharts: This week's most-streamed songs:

1. @DaBabyDaBaby ft. @RoddyRicch Rockstar
2. @jackharlow ft. @DaBabyDaBaby, @torylan…","RT @USER : This week's most-streamed songs : 1. @USER ft. @USER Rockstar 2. @USER ft. @USER, @USER...","RT @user: This week's most-streamed songs:

1. @user ft. @user Rockstar
2. @user ft. @user, @user",NEU,others,"RT @user: This week's most-streamed songs:

1. @user ft. @user Rockstar
2. @user ft. @user, @user"
1606,"RT @JaymezGee: I saw @djkhaled say I should go sit on a log, so I went and sat on a log. https://t.co/jBL6JQAmHr","RT @USER : I saw @USER say I should go sit on a log, so I went and sat on a log. HTTPURL","RT @user: I saw @user say I should go sit on a log, so I went and sat on a log. url",NEU,others,"RT @user: I saw @user say I should go sit on a log, so I went and sat on a log. "
1607,"RT @triller: Congrats to those who made it to the Top @triller Global Charts on @billboard!  #Triller 🎉 

@ArmaanMalik22 @TiwaSavage @djkha…",RT @USER : Congrats to those who made it to the Top @USER Global Charts on @USER! #Triller :party_popper: @USER @USER @USER...,"RT @user: Congrats to those who made it to the Top @user Global Charts on @user!  triller  emoji party popper emoji  

@user @user @user",POS,joy,"RT @user: Congrats to those who made it to the Top @user Global Charts on @user!  triller  emoji party popper emoji  

@user @user @user"
1608,RT @ItsChicoBlack: Yooo twitter help me get @djkhaled to see this! 🔑🔥🙏🏼💯 @MiamiHEAT @BleacherReport @Jumpman23 https://t.co/grOrbSztmY,RT @USER : Yooo twitter help me get @USER to see this! :key: :fire: :folded_hands: -:hundred_points: @USER @USER @USER HTTPURL,RT @user: Yooo twitter help me get @user to see this!  emoji key emoji  emoji fire emoji  emoji folded hands medium-light skin tone emoji  emoji hundred points emoji  @user @user @user url,POS,others,RT @user: Yooo twitter help me get @user to see this!  emoji key emoji  emoji fire emoji  emoji folded hands medium-light skin tone emoji  emoji hundred points emoji  @user @user @user 
1609,"MAJOR 🔑  4 Year Anniversary! 🔑 
Released July 29th,2016! This album changed my life! So many anthems 🤯 Album Certif… https://t.co/vr1w6ELdew","MAJOR :key: 4 Year Anniversary! :key: Released July 29th, 2016! This album changed my life! So many anthems :exploding_head: Album Certif... HTTPURL","MAJOR  emoji key emoji   4 Year Anniversary!  emoji key emoji  
Released July 29th,2016! This album changed my life! So many anthems  emoji exploding head emoji  Album Certif url",POS,joy,"MAJOR  emoji key emoji   4 Year Anniversary!  emoji key emoji  
Released July 29th,2016! This album changed my life! So many anthems  emoji exploding head emoji  Album Certif "
1610,"MAJOR 🔑  4 Year Anniversary! 🔑 
Released July 29th,2016! This album changed my life! So many anthems 🤯 Album Certif… https://t.co/lum6O9ajMr","MAJOR :key: 4 Year Anniversary! :key: Released July 29th, 2016! This album changed my life! So many anthems :exploding_head: Album Certif... HTTPURL","MAJOR  emoji key emoji   4 Year Anniversary!  emoji key emoji  
Released July 29th,2016! This album changed my life! So many anthems  emoji exploding head emoji  Album Certif url",POS,joy,"MAJOR  emoji key emoji   4 Year Anniversary!  emoji key emoji  
Released July 29th,2016! This album changed my life! So many anthems  emoji exploding head emoji  Album Certif "
1611,"MAJOR 🔑  4 Year Anniversary! 🔑 
Released July 29th,2016! This album changed my life! So many anthems 🤯 Album Certif… https://t.co/19b0EKwvf6","MAJOR :key: 4 Year Anniversary! :key: Released July 29th, 2016! This album changed my life! So many anthems :exploding_head: Album Certif... HTTPURL","MAJOR  emoji key emoji   4 Year Anniversary!  emoji key emoji  
Released July 29th,2016! This album changed my life! So many anthems  emoji exploding head emoji  Album Certif url",POS,joy,"MAJOR  emoji key emoji   4 Year Anniversary!  emoji key emoji  
Released July 29th,2016! This album changed my life! So many anthems  emoji exploding head emoji  Album Certif "
1612,"MAJOR 🔑  4 Year Anniversary! 🔑 
Released July 29th,2016! This album changed my life! So many anthems 🤯 Album Certif… https://t.co/FCYluPgXdE","MAJOR :key: 4 Year Anniversary! :key: Released July 29th, 2016! This album changed my life! So many anthems :exploding_head: Album Certif... HTTPURL","MAJOR  emoji key emoji   4 Year Anniversary!  emoji key emoji  
Released July 29th,2016! This album changed my life! So many anthems  emoji exploding head emoji  Album Certif url",POS,joy,"MAJOR  emoji key emoji   4 Year Anniversary!  emoji key emoji  
Released July 29th,2016! This album changed my life! So many anthems  emoji exploding head emoji  Album Certif "
1613,"RT @HailsBaldwinCR: @justinbieber via Instagram: @champagnepapi @djkhaled
(🎶: POPSTAR by Dj Khaled ft Drake) https://t.co/FkLHJ8vy5o",RT @USER : @USER via Instagram : @USER @USER ( :musical_notes: : POPSTAR by Dj Khaled ft Drake ) HTTPURL,"RT @user: @user via Instagram: @user @user
( emoji musical notes emoji : POPSTAR by Dj Khaled ft Drake) url",NEU,others,"RT @user: @user via Instagram: @user @user
( emoji musical notes emoji : POPSTAR by Dj Khaled ft Drake) "
1614,RT @MidiaPBBR: justinbieber: @champagnepapi @djkhaled https://t.co/t9WagAxdS9,RT @USER : justinbieber : @USER @USER HTTPURL,RT @user: justinbieber: @user @user url,NEU,others,RT @user: justinbieber: @user @user 
1615,RT @TheBiebersud: Justin via Instagram: @champagnepapi @djkhaled https://t.co/rY3tVSfhB7,RT @USER : Justin via Instagram : @USER @USER HTTPURL,RT @user: Justin via Instagram: @user @user url,NEU,others,RT @user: Justin via Instagram: @user @user 
1616,RT @ellamai: otw. https://t.co/0m2BBE8YfX,RT @USER : otw. HTTPURL,RT @user: otw. url,NEU,others,RT @user: otw. 
1617,RT @Jumpman23: https://t.co/ZQu6qi6fco,RT @USER : HTTPURL,RT @user: url,NEU,others,RT @user: 
1618,"RT @djkhaled: IM SO GRATEFUL! THANK YOU GOD ! #FANLUV THANK YOU! 2 KEYS 🔑 2 TOP 10 @billboard HOT 100 DEBUTS 🔑🔑 😳 (key word DEBUT)
#3 #POPS…",RT @USER : IM SO GRATEFUL! THANK YOU GOD! #FANLUV THANK YOU! 2 KEYS :key: 2 TOP 10 @USER HOT 100 DEBUTS :key: :key: :flushed_face: ( key word DEBUT ) # 3 #POPS...,"RT @user: IM SO GRATEFUL! THANK YOU GOD ! fanluv THANK YOU! 2 KEYS  emoji key emoji  2 TOP 10 @user HOT 100 DEBUTS  emoji key emoji  emoji key emoji   emoji flushed face emoji  (key word DEBUT)
#3 pops",POS,joy,"RT @user: IM SO GRATEFUL! THANK YOU GOD ! fanluv THANK YOU! 2 KEYS  emoji key emoji  2 TOP 10 @user HOT 100 DEBUTS  emoji key emoji  emoji key emoji   emoji flushed face emoji  (key word DEBUT)
#3 pops"
1619,"RT @billboardcharts: .@djkhaled's ""Popstar"" and ""Greece,"" both featuring @Drake, debut at Nos. 3 and 8 on this week's #Hot100.

The songs e…","RT @USER :. @USER's "" Popstar "" and "" Greece, "" both featuring @USER, debut at Nos. 3 and 8 on this week's #Hot100. The songs e...","RT @user: .@user's ""Popstar"" and ""Greece,"" both featuring @user, debut at Nos. 3 and 8 on this week's hot100.

The songs e",NEU,others,"RT @user: .@user's ""Popstar"" and ""Greece,"" both featuring @user, debut at Nos. 3 and 8 on this week's hot100.

The songs e"
1620,"RT @billboardcharts: This week's top-selling songs:

1. @djkhaled ft. @Drake Popstar
2. @KygoMusic &amp; @LoveTinaTurner What's Love Got To Do…",RT @USER : This week's top-selling songs : 1. @USER ft. @USER Popstar 2. @USER & @USER What's Love Got To Do...,"RT @user: This week's top-selling songs:

1. @user ft. @user Popstar
2. @user &amp; @user What's Love Got To Do",NEU,others,"RT @user: This week's top-selling songs:

1. @user ft. @user Popstar
2. @user &amp; @user What's Love Got To Do"
1621,"RT @RollingData: .@djkhaled and @Drake's ""POPSTAR"" debuts at #1 on this week's Rolling Stone 100.","RT @USER :. @USER and @USER's "" POPSTAR "" debuts at # 1 on this week's Rolling Stone 100.","RT @user: .@user and @user's ""POPSTAR"" debuts at #1 on this week's Rolling Stone 100.",NEU,others,"RT @user: .@user and @user's ""POPSTAR"" debuts at #1 on this week's Rolling Stone 100."
1622,"RT @chartdata: Billboard Hot 100: #3(new) POPSTAR, @djkhaled Feat. @Drake.","RT @USER : Billboard Hot 100 : # 3 ( new ) POPSTAR, @USER Feat. @USER.","RT @user: Billboard Hot 100: #3(new) POPSTAR, @user Feat. @user.",NEU,others,"RT @user: Billboard Hot 100: #3(new) POPSTAR, @user Feat. @user."
1623,"RT @chartdrake: Billboard Hot 100: 
#3 POPSTAR - @djkhaled ft. @Drake 🆕 (Peak 3 | 1 week) https://t.co/OW1yEV0eU4",RT @USER : Billboard Hot 100 : # 3 POPSTAR - @USER ft. @USER :NEW_button: ( Peak 3 | 1 week ) HTTPURL,"RT @user: Billboard Hot 100: 
#3 POPSTAR - @user ft. @user  emoji NEW button emoji  (Peak 3 | 1 week) url",NEU,others,"RT @user: Billboard Hot 100: 
#3 POPSTAR - @user ft. @user  emoji NEW button emoji  (Peak 3 | 1 week) "
1624,IM SO GRATEFUL! THANK YOU GOD ! #FANLUV THANK YOU! 2 KEYS 🔑 2 TOP 10 @billboard HOT 100 DEBUTS 🔑🔑 😳 (key word DEBUT… https://t.co/qfWAn7Irwt,IM SO GRATEFUL! THANK YOU GOD! #FANLUV THANK YOU! 2 KEYS :key: 2 TOP 10 @USER HOT 100 DEBUTS :key: :key: :flushed_face: ( key word DEBUT... HTTPURL,IM SO GRATEFUL! THANK YOU GOD ! fanluv THANK YOU! 2 KEYS  emoji key emoji  2 TOP 10 @user HOT 100 DEBUTS  emoji key emoji  emoji key emoji   emoji flushed face emoji  (key word DEBUT url,POS,joy,IM SO GRATEFUL! THANK YOU GOD ! fanluv THANK YOU! 2 KEYS  emoji key emoji  2 TOP 10 @user HOT 100 DEBUTS  emoji key emoji  emoji key emoji   emoji flushed face emoji  (key word DEBUT 
1625,Very GRATEFUL ! THANK YOU GOD ! THANK YOU FANLUV ! @WeTheBestMusic https://t.co/oCv9kwgncL,Very GRATEFUL! THANK YOU GOD! THANK YOU FANLUV! @USER HTTPURL,Very GRATEFUL ! THANK YOU GOD ! THANK YOU FANLUV ! @user url,POS,joy,Very GRATEFUL ! THANK YOU GOD ! THANK YOU FANLUV ! @user 
1626,IM SO GRATEFUL! THANK YOU GOD ! #FANLUV THANK YOU! 2 KEYS 🔑 2 TOP 10 @billboard HOT 100 DEBUTS 🔑🔑 😳 (key word DEBUT… https://t.co/OdlZNxcZQc,IM SO GRATEFUL! THANK YOU GOD! #FANLUV THANK YOU! 2 KEYS :key: 2 TOP 10 @USER HOT 100 DEBUTS :key: :key: :flushed_face: ( key word DEBUT... HTTPURL,IM SO GRATEFUL! THANK YOU GOD ! fanluv THANK YOU! 2 KEYS  emoji key emoji  2 TOP 10 @user HOT 100 DEBUTS  emoji key emoji  emoji key emoji   emoji flushed face emoji  (key word DEBUT url,POS,joy,IM SO GRATEFUL! THANK YOU GOD ! fanluv THANK YOU! 2 KEYS  emoji key emoji  2 TOP 10 @user HOT 100 DEBUTS  emoji key emoji  emoji key emoji   emoji flushed face emoji  (key word DEBUT 
1627,IM SO GRATEFUL! THANK YOU GOD ! #FANLUV THANK YOU! 2 KEYS 🔑 2 TOP 10 @billboard HOT 100 DEBUTS 🔑🔑 😳 (key word DEBUT… https://t.co/Z85KU0lm2I,IM SO GRATEFUL! THANK YOU GOD! #FANLUV THANK YOU! 2 KEYS :key: 2 TOP 10 @USER HOT 100 DEBUTS :key: :key: :flushed_face: ( key word DEBUT... HTTPURL,IM SO GRATEFUL! THANK YOU GOD ! fanluv THANK YOU! 2 KEYS  emoji key emoji  2 TOP 10 @user HOT 100 DEBUTS  emoji key emoji  emoji key emoji   emoji flushed face emoji  (key word DEBUT url,POS,joy,IM SO GRATEFUL! THANK YOU GOD ! fanluv THANK YOU! 2 KEYS  emoji key emoji  2 TOP 10 @user HOT 100 DEBUTS  emoji key emoji  emoji key emoji   emoji flushed face emoji  (key word DEBUT 
1628,"RT @billboardcharts: The #Hot100 top 10 (chart dated Aug. 1, 2020) https://t.co/jKDZ4Nckqt","RT @USER : The #Hot100 top 10 ( chart dated Aug. 1, 2020 ) HTTPURL","RT @user: The hot100 top 10 (chart dated Aug. 1, 2020) url",NEU,others,"RT @user: The hot100 top 10 (chart dated Aug. 1, 2020) "
1629,"RT @billboard: .@Drake breaks the record for the most top 10 hits on the #Hot100, thanks to his new ""Popstar"" and ""Greece"" collabs with @dj…","RT @USER :. @USER breaks the record for the most top 10 hits on the #Hot100, thanks to his new "" Popstar "" and "" Greece "" collabs with @USER...","RT @user: .@user breaks the record for the most top 10 hits on the hot100, thanks to his new ""Popstar"" and ""Greece"" collabs with @user",POS,joy,"RT @user: .@user breaks the record for the most top 10 hits on the hot100, thanks to his new ""Popstar"" and ""Greece"" collabs with @user"
1630,"RT @RS_Charts: ""Popstar,"" the latest summer juggernaut from @djkhaled  and @Drake, takes Number One on the RS 100 this week with over 200,0…","RT @USER : "" Popstar, "" the latest summer juggernaut from @USER and @USER, takes Number One on the RS 100 this week with over 200,0...","RT @user: ""Popstar,"" the latest summer juggernaut from @user  and @user, takes Number One on the RS 100 this week with over 200,0",POS,others,"RT @user: ""Popstar,"" the latest summer juggernaut from @user  and @user, takes Number One on the RS 100 this week with over 200,0"
1631,"RT @DjMarley954: I really like this song 
 @djkhaled #popstar #girldj #dj #femaledj #djlife #djane #music #djgirl #womandj #djanes #top #ny…",RT @USER : I really like this song @USER #popstar #girldj #dj #femaledj #djlife #djane #music #djgirl #womandj #djanes #top #ny...,"RT @user: I really like this song 
 @user popstar girldj dj femaledj djlife djane music djgirl womandj djanes top ny",POS,joy,"RT @user: I really like this song 
 @user popstar girldj dj femaledj djlife djane music djgirl womandj djanes top ny"
1632,RT @JHenderson: Woke up this morning like.... 🕺 @sportbible https://t.co/jUxpTrzDsN,RT @USER : Woke up this morning like... :man_dancing: @USER HTTPURL,RT @user: Woke up this morning like...  emoji man dancing emoji  @user url,POS,others,RT @user: Woke up this morning like...  emoji man dancing emoji  @user 
1633,https://t.co/RvClu7oIT8 https://t.co/ySAoAzuWAk,HTTPURL HTTPURL,https://url url,NEU,others,https:// 
1634,RT @JBALVIN: https://t.co/WMY4ywQ7sY,RT @USER : HTTPURL,RT @user: url,NEU,others,RT @user: 
1635,RT @djkhaled: #FANLUV BREAK THE SERVER!! #POPSTAR ⭐️😤 https://t.co/bD4WxoQ0c6,RT @USER : #FANLUV BREAK THE SERVER!! #POPSTAR :star: :face_with_steam_from_nose: HTTPURL,RT @user: fanluv BREAK THE SERVER!! popstar  emoji star emoji  emoji face with steam from nose emoji  url,POS,anger,RT @user: fanluv BREAK THE SERVER!! popstar  emoji star emoji  emoji face with steam from nose emoji  
1636,FAN LUV BREAK THE SERVER ! https://t.co/Eowj0DUF61,FAN LUV BREAK THE SERVER! HTTPURL,FAN LUV BREAK THE SERVER ! url,POS,others,FAN LUV BREAK THE SERVER ! 
1637,#FANLUV #POPSTAR vinyl signed by me available now for a limited time on https://t.co/xd7lHoAiKq https://t.co/2mrknHi7uf,#FANLUV #POPSTAR vinyl signed by me available now for a limited time on HTTPURL HTTPURL,fanluv popstar vinyl signed by me available now for a limited time on url url,POS,others,fanluv popstar vinyl signed by me available now for a limited time on  
1638,RT @justinbieber: Bieber face https://t.co/ji7OK3n5o8,RT @USER : Bieber face HTTPURL,RT @user: Bieber face url,NEU,others,RT @user: Bieber face 
1639,FAN LUV LETS GO !!!!!!!! https://t.co/THoPsylv0w,FAN LUV LETS GO!!! HTTPURL,FAN LUV LETS GO !!! url,POS,joy,FAN LUV LETS GO !!! 
1640,FANLUV BREAK THE SERVER ! https://t.co/bD4WxoQ0c6,FANLUV BREAK THE SERVER! HTTPURL,FANLUV BREAK THE SERVER ! url,NEU,anger,FANLUV BREAK THE SERVER ! 
1641,#FANLUV BREAK THE SERVER!! #POPSTAR ⭐️😤 https://t.co/bD4WxoQ0c6,#FANLUV BREAK THE SERVER!! #POPSTAR :star: :face_with_steam_from_nose: HTTPURL,fanluv BREAK THE SERVER!! popstar  emoji star emoji  emoji face with steam from nose emoji  url,POS,anger,fanluv BREAK THE SERVER!! popstar  emoji star emoji  emoji face with steam from nose emoji  
1642,"RT @RocNation: Proud to be one family 🤞 #MilanNation @acmilan 

 https://t.co/f1U1fnVpFX",RT @USER : Proud to be one family :crossed_fingers: #MilanNation @USER HTTPURL,"RT @user: Proud to be one family  emoji crossed fingers emoji  milan nation @user 

 url",POS,joy,"RT @user: Proud to be one family  emoji crossed fingers emoji  milan nation @user 

 "
1643,"RT @acmilan: Proud to be one family 🤞
#MilanNation @RocNation https://t.co/fbQgQvZLD3",RT @USER : Proud to be one family :crossed_fingers: #MilanNation @USER HTTPURL,"RT @user: Proud to be one family  emoji crossed fingers emoji 
milan nation @user url",POS,joy,"RT @user: Proud to be one family  emoji crossed fingers emoji 
milan nation @user "
1644,GREAT NEWS FAN LUV @itunes is open 24 hours around the clock 🕰 . Also we #1 on @itunes but now I want you to break… https://t.co/Dv619u9BgU,GREAT NEWS FAN LUV @USER is open 24 hours around the clock :mantelpiece_clock:. Also we # 1 on @USER but now I want you to break... HTTPURL,GREAT NEWS FAN LUV @user is open 24 hours around the clock  emoji mantelpiece clock emoji  . Also we #1 on @user but now I want you to break url,POS,others,GREAT NEWS FAN LUV @user is open 24 hours around the clock  emoji mantelpiece clock emoji  . Also we #1 on @user but now I want you to break 
1645,"Some boy dem ah fly jet , Man like @champagnepapi fly Cargo and eat escargot 🐌! 
Through these hard times we 
Must… https://t.co/vaGtMfrpXg","Some boy dem ah fly jet, Man like @USER fly Cargo and eat escargot :snail:! Through these hard times we Must... HTTPURL","Some boy dem ah fly jet , Man like @user fly Cargo and eat escargot  emoji snail emoji ! 
Through these hard times we 
Must url",NEU,others,"Some boy dem ah fly jet , Man like @user fly Cargo and eat escargot  emoji snail emoji ! 
Through these hard times we 
Must "
1646,"RT @PruCenter: Don't forget to check out Multi-platinum hit maker, @DJKhaled on Musically Speaking, the Podcast from the #GRAMMYMuseumExp…","RT @USER : Don't forget to check out Multi-platinum hit maker, @USER on Musically Speaking, the Podcast from the YMuseumExp...","RT @user: Don't forget to check out Multi-platinum hit maker, @user on Musically Speaking, the Podcast from the grammymuseum exp",NEU,others,"RT @user: Don't forget to check out Multi-platinum hit maker, @user on Musically Speaking, the Podcast from the grammymuseum exp"
1647,"#POPSTAR ⭐️🕺🏽🕺🏽🕺🏽
We doing this dance everywhere!! On the plane! On the beach! At home 🏡! #FANLUV LETS GO!… https://t.co/eDiP4K1gbI",#POPSTAR :star: :man_dancing: :medium_skin_tone: :man_dancing: :medium_skin_tone: :man_dancing: :medium_skin_tone: We doing this dance everywhere!! On the plane! On the beach! At home :house_with_garden:! #FANLUV LETS GO!... HTTPURL,"popstar  emoji star emoji  emoji man dancing medium skin tone emoji  emoji man dancing medium skin tone emoji  emoji man dancing medium skin tone emoji 
We doing this dance everywhere!! On the plane! On the beach! At home  emoji house with garden emoji ! fanluv LETS GO! url",POS,joy,"popstar  emoji star emoji  emoji man dancing medium skin tone emoji  emoji man dancing medium skin tone emoji  emoji man dancing medium skin tone emoji 
We doing this dance everywhere!! On the plane! On the beach! At home  emoji house with garden emoji ! fanluv LETS GO! "
1648,"Real brothers do real tings 
bless up @richforever . 👊🏽
#POPSTAR⭐️ #GREECE 🇬🇷 
@djkhaled @champagnepapi 🦉🔑🔑
Availab… https://t.co/INUY0k8LHS",Real brothers do real tings bless up @USER. :oncoming_fist: :medium_skin_tone: #POPSTAR :star: #GREECE @USER @USER :owl: :key: :key: Availab... HTTPURL,"Real brothers do real tings 
bless up @user .  emoji oncoming fist medium skin tone emoji 
popstar emoji star emoji  greece  emoji Greece emoji  
@user @user  emoji owl emoji  emoji key emoji  emoji key emoji 
Availab url",POS,joy,"Real brothers do real tings 
bless up @user .  emoji oncoming fist medium skin tone emoji 
popstar emoji star emoji  greece  emoji Greece emoji  
@user @user  emoji owl emoji  emoji key emoji  emoji key emoji 
Availab "
